date,temp_mean,temp_max,temp_min,precip,et0,humidity_mean,soil_moisture_0_7,soil_moisture_7_28,daylight_hours
2024-08-20,21.450003,35.15,11.6,0.0,6.279594,53.398087,0.115,0.15299995,13.289447
2024-08-21,19.4,29.75,12.45,0.0,5.5071006,63.934864,0.115,0.15299995,13.256581
2024-08-22,16.187498,21.85,12.25,0.0,4.076332,81.347534,0.11545831,0.15299995,13.223372
2024-08-23,17.095833,22.6,12.4,0.2,4.2937074,77.75295,0.11775002,0.15266664,13.189848
2024-08-24,17.472918,25.0,10.9,0.0,4.7802105,69.34289,0.117249995,0.15199997,13.156033
2024-08-25,20.435417,29.45,12.7,0.0,5.6833267,53.967556,0.116291635,0.15199997,13.121958
2024-08-26,21.512503,31.6,13.7,0.0,5.5850034,47.489338,0.11591663,0.15199997,13.087645
2024-08-27,20.035418,29.2,12.75,0.0,4.959691,59.098286,0.115499996,0.15199997,13.05312
2024-08-28,17.347916,25.4,11.25,0.0,4.3790183,77.07085,0.115,0.15199997,13.01841
2024-08-29,16.702084,23.15,13.05,0.0,4.0435367,81.02868,0.11533332,0.15199997,12.983539
2024-08-30,15.560417,23.0,11.35,0.0,3.6758256,81.22425,0.11549998,0.15199997,12.94853
2024-08-31,15.864583,24.6,10.75,0.0,3.6354115,80.41889,0.11579164,0.15199997,12.913406
